,tweet_id,text,location,raw_prediction,WER,prediction
21110,ID_1064975540770213888,"@pewdiepie - I want to help with the California Wildfires. Please retweet my pinned tweet, Im wanting to donate anything it might make to the California Relief fund. You have the power to make this happen, and I ask that you change my life, and the victims life in just 3 clicks.",California,California California,0.0,California
21122,ID_1064987522885984256,#DemocratsAreDangerous Their policies kill people. They let environmental groups run wild and this is the results massive fires w massive deaths. Bring back common sense. #CampFire #California,California,California,0.0,California
21131,ID_1064996456245821440,"A long time ago in a galaxy not so far way, I was a wildlife biologist. Fires were absolutely heartbreaking. So I just donated to @NVADG because they help wildlife as well as livestock and pets. Please consider any of these charities (or any charity you damn well please).",,,1.0, 
21132,ID_1064996550193999872,Lexus/Toyota Offers Payment Relief to Customers Affected by California Wildfires #californiawildfires,California,California,0.0,California
21134,ID_1064997577270018048,.@AnaheimFire and @orange_city_fd are participating in the rescue and recovery efforts at the Camp Fire in @CountyofButte #ButteStrong #ParadiseStrong,,,1.0, 
21144,ID_1065002648653447168,Disaster Relief UpdateCalifornia wildfires - you can help! Heres how:  #DisasterRelief #JesusB,,##fo ##rn ##ia,1.0,fornia
21145,ID_1065003275542499328,Hazy shot of downtown #Memphis from the @WMCActionNews5 #FirstAlert camera in Midtown. Meteorologist @spencerstorm5 says it’s hazy b/c of smoke from the California #wildfires! #memwx,California Memphis Midtown,Memphis Mid ##town California,0.0,California Memphis Midtown
21148,ID_1065005508296409088,"RT @GreatBeerNow: Sierra Nevada brews new beer, Resilience IPA, to aid California fire victims:",California Sierra Nevada,Sierra Nevada California,0.6666666666666666,California Nevada Sierra
21165,ID_1065019362157846528,Excellent use of the @abcnews before-after sliders to show the extent of the damage caused in Paradise by the recent #CampFire in California. Fine work by @cristentilley and @tim_leslie,California,California,0.0,California
21166,ID_1065019609785364480,Im happy to announce that we raised over $1000 for the California Community Fund’s Wildfire Relief Fund last night at monday_monday_at_hotel_cafe!! Thanks to all of the,California,California,0.0,California
21167,ID_1065020224376721408,Was your business affected by the Wooley fire? We have a list of trusted resources to guide you through the process of recovering. Our Americas Job Centers of California (AJCCs) can provide you with one-on-one assistance. #woolseyfire #businessresource #businessrecovery,California,California,0.0,California
21168,ID_1065020396607586304,Team 2840 springing into action to help our fellow orange blooded associates who have been impacted by the California wild fires. #letsdothis #thecello #GivingTuesday #OrangeSupport4CA,California,California,0.0,California
21169,ID_1065021065074749440,Live at Camp Out for a Cause! Fire is ready and we are ready for some more donations to help Abraham’s Tent this Holiday Season!,,,1.0, 
21170,ID_1065021621566607360,"*Far Northern Regional Center is Seeking Help* The Camp Fire is responsible for devastating loss for clients, families, regional center staff, and service provider staff in the Far Northern Regional Center",,,1.0, 
21172,ID_1065021668010221568,"#TexasProud! We give thanks to the 200+ Texas firefighters & support crews from across the state, who are returning after deploying to help our California neighbors battle wildfires. We salute you! ὏8Courtesy: @austinfiredept, @FortWorthFire, @mckinneytxfire & @TXForestService",California Texas,Texas California,0.0,California Texas
21182,ID_1065023456088154112,"Veterans who need serious help -- homeless Americans, people who were born here and have made a life here and suffer hardship (like the wildfires in California)--these folks come BEFORE any illegal alien. Thats it. Americans first. ESPECIALLY VETERANS",California)--these,California,1.0,California
21198,ID_1065033612062420992,RT @kron4news: WATCH: Newly released video shows dramatic rescue during #WoolseyFire,,,1.0, 
21209,ID_1065038734502948864,"At that moment, I could tell that these people were in need for very basic items that we have every day,” said Samreet Kaur, social media and supplies manager of Bhagat Puran Singh Health Initiative, on her visit to an evacuation shelter in Oroville.",Oroville,Oro ##ville,0.0,Oroville
21216,ID_1065043608972218368,Q. Questions and answers: red cross shelter now accepting people with pets displaced by the camp creek road fire. See video for details (trigger warning opens with destroyed Paradise image) #ButteCounty #campfire,ButteCounty,But ##te ##nt,1.0,Buttent
21218,ID_1065064605117022208,Interior Secretary Ryan Zinke blamed radical environmentalists” Tuesday for blocking federal forest-management efforts and causing dangerous conditions that lead to deadly wildfires such as the blaze that killed dozens last week in northern California.,California,California,0.0,California
21220,ID_1065069764706541568,"This week Im doing my best not to spiral into hopelessness at the news about the wildfires in California, where 1600+ people are still missing. Or yesterdays shootings. Or the DOW. Or the emails. If",California,California,0.0,California
21222,ID_1065078466058436608,NEW #CampFire death toll: 81 Bed springs? a searcher wonders. Bathtub? Crews in Paradise are up against the clock to find high-priority search spots & signs of the unfound dead before a rainstorm washes them away forever. My latest:  via @azcentral,,,1.0, 
21226,ID_1065085617829289984,Authorities are using a rapid DNA test that produces results in just two hours to help identify the scores of people killed by the Northern California wildfire. The death toll nearly two weeks after the inferno stands at 79.,California,California,0.0,California
21229,ID_1065120914520498176,RT @danielleiat: oof. probably best not to talk about how fires that have killed hundreds of people are improving your view,,,1.0, 
21232,ID_1065141815869759488,This guy is awesome! Buy a shirt til Monday. 100% donations to the CA fires.ὤFὠ7❤️Ὁ5,CA,CA,0.0,CA
21234,ID_1065142226236465152,"Service centers, donations, free bus service for #CampFire Survivors #CampFire #ButteCounty #Chico #Paradise #Oroville #Magalia #Pulga #Concow #Corning #RedBluff #Gridley #HamiltonCity #BarberCA #DurhamCA",ButteCounty HamiltonCity,But ##te ##C ##ou ##nt ##y Oro ##ville Ma ##gal P ##ul ##ga Hamilton ##C ##ity,1.5,ButteCounty HamiltonCity Magal Oroville Pulga
21241,ID_1065153658164310016,Please retweet & like!!! I’ve created a fundraiser to help the california wildfire victims!!! Your donation DOES make a difference to these families!! PLEASE SHARE!!!!❤️,california,ca ##li ##fo ##rn ##ia,0.0,california
21260,ID_1065167441498726400,"With rain on the way, California fire evacuees brace for relief and danger #NewsGrit",California,California,0.0,California
21262,ID_1065168212713766912,#News- Number of missing in California fires continues to fluctuate amid chaos,California,California,0.0,California
21281,ID_1065194181214244864,The death toll in Northern Californias #CampFire has increased to 81. Rain today could significantly hamper recovery efforts.,Californias,Northern California ##s,1.0,Californias Northern
21288,ID_1065203592905187328,Denver News Camp Fire containment grows to 75 percent as death toll rises to 81,Denver,Denver,0.0,Denver
21304,ID_1065225073840308224,RT @SueGlashauser: Trump official trashes victims of California fire as death toll rises to 79,California,California,0.0,California
21310,ID_1065229387748929536,Encouraging news for woman searching for dads friend missing in California wildfires - CBS News,California,California,0.0,California
21313,ID_1065233565208772608,UPDATE: There are now 15 Lancaster area breweries collaborating for Camp Fire relief as a part of @SierraNevadas country wide program. Get details on this Lancaster collab that will help California fire relief. #PABeer Details:,California Lancaster,Lancaster Lancaster California,0.0,California Lancaster
21317,ID_1065235921245741056,RT @Bravotv: #RHONYs @Bethenny is getting her B Strong team organized to help humans and animals affected by the fires.,,,1.0, 
21318,ID_1065236842784714752,"As #California homeowners try to rebuild from the ashes, an uncertain home insurance market awaits: We’re slowly marching toward a world that’s uninsurable.” ⁦@marywalshnyt⁩ @sejorg #wildfires #climatechange",California,California,0.0,California
21329,ID_1065243469604683776,"⛑️CALIFORNIA FORREST FIRE CONTENT!⛑️ By now, we have all seen the incredible situations that our friends in California are experiencing due to Forrest fires. Fire Departments across the nation are pitching in to help.our neighbors in the",California ️CALIFORNIA,California,0.5,California
