,text,location,raw_prediction,prediction,cleaned_text,WER
1237,"Hurricane Flo Response Update: @SalArmyRoanoke and @VARedCross both stopped by our Salem warehouse today to pick up sandwiches, cole slaw and apples to provide to emergency shelters in Roanoke and Danville. Thanks for all your hard work, everyone! #teamwork #hurricaneflorence",Danville Roanoke,##oke R ##oan ##oke Dan ##ville,Danville Response Roanoke,Hurricane Flo Response Update and both stopped by our Salem warehouse today to pick up sandwiches cole slaw and apples to provide to emergency shelters in Roanoke and Danville Thanks for all your hard work everyone teamwork hurricaneflorence,0.5
1238,"HURRICANE FLORENCE HEROES RESCUE 6 TRAPPED DOGS FROM RISING WATERS OR THEY WOULD HAVE DROWNED Rescued six dogs in Leland, NC, after the owner LEFT THEM locked in an outdoor cage that filled with flood",Leland NC,Le ##land NC,FLORENCE Leland,HURRICANE FLORENCE HEROES RESCUE 6 TRAPPED DOGS FROM RISING WATERS OR THEY WOULD HAVE DROWNED Rescued six dogs in Leland NC after the owner LEFT THEM locked in an outdoor cage that filled with flood,1.0
1239,"In a #Florence flood, she tried to hold onto her baby. But the water ripped him away",Florence,, ,,1.0
1240,Flooding. roadway closed in #SilverSpring on Sligo Crk Pkwy Both NB/SB between Piney Branch Rd and Maple Ave #DCtraffic,Sligo Crk Pkwy Both NB/SB between Piney Branch Rd and Maple Ave,##li ##go C ##rk P ##k ##wy ##y Branch,Branch Pkwy Sligo Crk roadway,Flooding roadway closed in SilverSpring on Sligo Crk Pkwy Both NB SB between Piney Branch Rd and Maple Ave DCtraffic,0.9166666666666666
1241,"Even as Florence leaves the Carolinas, the floodwater and death toll keep rising. The storm once known as Hurricane Florence has already killed 20 people, trapped hundreds more and made parts of the Carolinas impassable. But forecasters say the worst flooding is yet to come.",Carolinas,Carolina ##s Carolina ##s,forecasters leaves,Even as Florence leaves the Carolinas the floodwater and death toll keep rising The storm once known as Hurricane Florence has already killed 20 people trapped hundreds more and made parts of the Carolinas impassable But forecasters say the worst flooding is yet to come,2.0
1242,"Damage assessment underway in Swansboro, NC in Onslow County where a line of six utility poles are snapped and will need replacing from #Florence",NC Onslow County Swansboro,Swan ##sboro NC On ##slow County,Onslow County Swansboro NC,Damage assessment underway in Swansboro NC in Onslow County where a line of six utility poles are snapped and will need replacing from Florence,0.5
1243,"North Carolina Licensing Board for General Contractors: Be Wary of Illegitimate Contractor Scams in Aftermath of Hurricane Florence Raleigh, N.C., September 18, 2018 – In the aftermath of Hurricane Florence, thousands of North Carolinians with damaged",N.C. North Carolina North Carolinians,North Carolina Raleigh N . C . North Carol ##inian,Carolinians Contractors North Carolina,North Carolina Licensing Board for General Contractors Be Wary of Illegitimate Contractor Scams in Aftermath of Hurricane Florence Raleigh N.C. September 18 2018 – In the aftermath of Hurricane Florence thousands of North Carolinians with damaged,0.8
1244,"#Florence notes: an estimated $17 to 22 billion in damages, Cape Fear River expected to crest early Wednesday morning, deaths ticking upward still, and large areas remain inaccessible, so expect all those numbers to rise.",Cape Fear River Florence,Cape Fear,Cape Fear,Florence notes an estimated $17 to 22 billion in damages Cape Fear River expected to crest early Wednesday morning deaths ticking upward still and large areas remain inaccessible so expect all those numbers to rise,0.5
1245,"Families who are not able to prepare food at home due to #HurricaneFlorence can still have warm meals, NC residents in the Food and Nutrition Services program can buy hot food at stores authorized to accept EBT cards.  @nc_211 @NCEmergency #FlorenceNC",NC,NC,FlorenceNC,Families who are not able to prepare food at home due to HurricaneFlorence can still have warm meals NC residents in the Food and Nutrition Services program can buy hot food at stores authorized to accept EBT cards FlorenceNC,1.0
1246,"The Waffle House in Lumberton, North Carolina is serving soaking wet and hungry people food in the dark in the middle of Hurricane Florence. The people working here right now have homes and families themselves. They deserve some serious recognition and praise",Lumberton North Carolina,Lu ##mber ##ton North Carolina,Carolina Lumberton North,The Waffle House in Lumberton North Carolina is serving soaking wet and hungry people food in the dark in the middle of Hurricane Florence The people working here right now have homes and families themselves They deserve some serious recognition and praise,0.6666666666666666
1247,We are tracking some road closures across the Southern Tier and into the Capital District due to flooding from the remnants of #Florence. Tag us here with any updates.,Capital District,Capital,Capital,We are tracking some road closures across the Southern Tier and into the Capital District due to flooding from the remnants of Florence Tag us here with any updates,0.5
1248,DUE TO THE CONTINUED DAMAGE CAUSED BY #HurricaneFlorence THE NC YOUTH VIOLENCE PREVENTION CENTER WILL REMAIN CLOSED TODAY.,NC,NC,VIOLENCE,DUE TO THE CONTINUED DAMAGE CAUSED BY HurricaneFlorence THE NC YOUTH VIOLENCE PREVENTION CENTER WILL REMAIN CLOSED TODAY,1.0
1249,I-95 northbound traffic is still detoured at Exit 181B Latta/Marion die to flood waters from #HurricaneFlorence. @ABCNews4 @wpdeabc15 #chsnews #scnews #sctweets,Exit 181B Latta/Marion,La ##tta,Latta,I-95 northbound traffic is still detoured at Exit 181B Latta Marion die to flood waters from HurricaneFlorence chsnews scnews sctweets,1.0
1250,CVHS Hygiene Kit Drive for Hurricane Florence Victims !! It only takes a few dollars & a big heart to donate. #FutureMissCvhs ᾑ3Ὁ9,Florence,, ,,1.0
1251,"ὉC What a hero. #savinglives #adoptdontshop If youre looking for a way to help the Carolinas, donate to this cause!",Carolinas,Carolina ##s,adoptdontshop,ὉC What a hero savinglives adoptdontshop If youre looking for a way to help the Carolinas donate to this cause,1.0
1252,"In support of all of those affected by #Hurricane #Florence, Relogistics has made a $10,000 donation to the @RedCross. If you can give anything at all, no matter how small, here is the link to do so:",Florence,, ,,1.0
1253,"@LovelessCafe will be sponsoring a blood drive and taking humanitarian donations in honor of #HurricaneFlorence Victims TODAY, September 18th from 1:00pm – 6:00pm on the Loveless Property. All donations collected will go to Hurricane Florence Victims. #TuesdayThoughts #Nashville",Nashville,, ,,1.0
1254,Lumbee River EMCs restoration efforts resumed this morning and crews from around the country have joined to help. Hurricane Florence created extensive damage through all parts of our system and line personnel,Lumbee River,, ,,1.0
1255,"#Nurse influencers- we helped each other through Harvey, Irma, Maria. Now the nurses affected by #Florence need help. Please donate & share this Fund established by @NCNA  cc @AskNurseAlice @Kati_Kleber @DonnaCardilloRN @RTConnections",Florence,, ,,1.0
1256,RT @DCCajun: Katrina survivor dedicates herself to helping Hurricane Florence victims  via @WGNOtv,Florence,, ,,1.0
1257,"We need fosters! Can you foster sweet Droopy? He needs out of his rural WV shelter location so he can find a home! He WILL find a home here in Loudoun, all it will take is a committed",Loudoun,##V Lou ##do ##un,Loudoun WV,We need fosters Can you foster sweet Droopy He needs out of his rural WV shelter location so he can find a home He WILL find a home here in Loudoun all it will take is a committed,1.0
1258,"At 6:00 AM EDT, Smithville Center [Chenango Co, NY] EMERGENCY MNGR reports FLASH FLOOD. ROADS FLOODED.",Chenango Co NY Smithville Center,Smith ##ville Chen ##ang ##o NY,Chenango NY Smithville,At 600 AM EDT Smithville Center Chenango Co NY EMERGENCY MNGR reports FLASH FLOOD ROADS FLOODED,0.4
1259,"This drone footage is not of a river. This is I-40, 40 miles N of Wilmington, NC, flooded due to Hurricane Florence. Wilmington is now an island as water rescues continue. (via @blkahn) #TuesdayThoughts #TuesdayMotivation",NC Wilmington,Wilmington NC Wilmington,Wilmington,This drone footage is not of a river This is I-40 40 miles N of Wilmington NC flooded due to Hurricane Florence Wilmington is now an island as water rescues continue via TuesdayThoughts TuesdayMotivation,0.5
1260,"#Repost capareafoodnet ・・・ FLORENCE RELIEF DONATION DRIVE Hurricane Florence continues to have a massive impact on NC, and relief efforts will be ongoing. CAFN is partnering with",NC,NC,FLORENCE,Repost capareafoodnet ・・・ FLORENCE RELIEF DONATION DRIVE Hurricane Florence continues to have a massive impact on NC and relief efforts will be ongoing CAFN is partnering with,1.0
1261,"BREAKING: WATCH: #WoosleyFire Video of Fire Tornado near the 101 freeway, not far from Malibu, California, which is currently under mandatory evacuation.  via @BreakingNLive #KenyanTraffic",California Malibu,Mali ##bu California,Malibu California,BREAKING WATCH WoosleyFire Video of Fire Tornado near the 101 freeway not far from Malibu California which is currently under mandatory evacuation via KenyanTraffic,1.0
1262,"RT @Reuters: Malibu residents flee massive wildfire, five dead in Northern California",California Malibu,Mali ##bu,Malibu,RT Malibu residents flee massive wildfire five dead in Northern California,0.5
1263,1/4million Californians evacuated from WINTER (!!) forest fires! 999 Climate Emergency. Another reason 4 #ExtinctionRevolution Nov17th Parliament Sq.  via @msnbc,Californians,, ,,1.0
1264,"RT @NBCNews: UPDATE: 9 fatalities connected to Camp Fire in Northern California, Butte County Sheriff reports",Butte County California,California But ##te County,California County connected,RT UPDATE 9 fatalities connected to Camp Fire in Northern California Butte County Sheriff reports,0.6666666666666666
1265,the camp fire in Paradise California is growing way too fast. Many people have gone missing and are trapped. Please be praying for all those who have lost loved ones and their homes.,California Paradise,California,California,the camp fire in Paradise California is growing way too fast Many people have gone missing and are trapped Please be praying for all those who have lost loved ones and their homes,0.5
1266,RT BuzzFeedNewsdreamgirls: The latest: Authorities say the Northern California wildfire has now killed at least 9 people.,Northern California,California,California,RT BuzzFeedNewsdreamgirls The latest Authorities say the Northern California wildfire has now killed at least 9 people,0.5
1267,"[] - ὏0 California wildfire becomes states most destructive on record: Californias Camp Fire, which largely destroyed the town of Paradise, is now the most destructive wildfire in state history in terms of property damage. The",California Californias Paradise,California California,Californias,   ὏0 California wildfire becomes states most destructive on record Californias Camp Fire which largely destroyed the town of Paradise is now the most destructive wildfire in state history in terms of property damage The,0.6666666666666666
1268,"This is an absolutely heartless response. There aren’t even politics involved. Just good American families losing their homes as you tweet, evacuating into shelters.",American,, ,,1.0
1269,"PHOTOS: More than 150,000 flee deadly wildfires in California",California,, ,,1.0
1270,"Fires continue to rage throughout California on Saturday as the death toll has reached 9. At least 35 are missing across the state. 250000 have been evacuated. The entire town of Paradise, CA (north of Sacramento) is gone. #CampFire #WoolseyFire #HillFire",CA California,California CA Sacramento,CA California Sacramento,Fires continue to rage throughout California on Saturday as the death toll has reached 9 At least 35 are missing across the state 250000 have been evacuated The entire town of Paradise CA north of Sacramento is gone CampFire WoolseyFire HillFire,0.5
1271,"Paradise, a town of 27,000 in the Sierra Nevada foothills, was destroyed by a wildfire in California that has killed nine people.",California Sierra Nevada,California,California,Paradise a town of 27000 in the Sierra Nevada foothills was destroyed by a wildfire in California that has killed nine people,0.6666666666666666
