words,labels
Congis doing flood relief work in Kerala in spotless white clothes sumitkashyapjha devEkatvam sidmtweets,O O O O O O U-STATE O O O O O O O
Our ArtofLiving 2nd Truck with 4 Tons of Flood Relief Material departed to Ernakulam AOL Centre Wonderful Seva by Chennai Volunteers Yoga Kids supported by KLM Royal Dutch Airlines Lufthansa Airlines Employees Budding Minds International School KeralaFloodRelief,O O O O O O O O O O O O O U-CITY O O O O O O O O O O O O O O O O O O O O O O O
18 08 18 Humanity First India Volunteers from Karunagapally and Nagarkovil distributed dressessand immediate relief items HumanityFirst HumanityFirstIndia KeralaFloods KeralaFloodRelief,O O O O O U-COUNTRY O O U-CITY O U-CITY O O O O O O O O O
This is amazing Have worked extensively with women SHGs in the past and their earnings are truly modest To come forward and donate a lions share is to me beyond inspiring ὤC KeralaFloodRelief,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Is this for real Robin Fisherman We dont want the 3000 rs govt has announced per boat for saving lives Let that go for KeralaFlood relief Instead 16 of us have brought 30 000rs collectively for the diasater relief fund from the last 3 days we could go for work ndtv,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
He Is Ramesh From Dharampuri When He Saw People Collecting Relief For KeralaFloods He Had Nothing So He Donated Boxes Of Guavas Which He Had By Selling Those He Earns Bread Butter For Family He Is Often Seen In Kaggdaspura Appreciate If You Meet Him Lets Make Him Famous,O O O O U-CITY O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O U-CITY O O O O O O O O O
Moments of generosity continues to inspire us Hamsa and his family won the 3rd prize in Kerala lottery and they decided to handover the entire amount of 1 Lakh to the Chief Ministers relief fund KeralaFloodRelief CMReliefFund Inspiration,O O O O O O O O O O O O O O O O U-STATE O O O O O O O O O O O O O O O O O O O O O
Appreciate the efforts of this hardworking team of volunteers Its a long journey back to where things were for the state but looking at the grit determination in the faces of all those around me gives me hope that the spirit of Kerala shall emerge victorious KeralaFloods,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O U-STATE O O O O
RT CongressSevadal Sevadal Young Brigade in flood affected Kerala working on rehabilitation activities KeralaFloods RebuildingKerala h,O O O O O O O O U-STATE O O O O O O O
Catch us live at Manhattan Bar Exchange on 31st August 2018 7 30pm onwards We are doing our bit through this concert to raise funds for flood relief in Kerala Kodagu It s a long,O O O O U-DISTRICT O O O O O O O O O O O O O O O O O O O O O O O O U-STATE U-DISTRICT O O O O
Flood relief donation to the Kerala CMDRF 10L by MASSA represented by Capt P Ranganekar Capt MP Bhasin Capt J K Thomas FNI another 10L by Fleet Management Staff represented by Capt Rangnekar and Mr Sajan RebuildKerala NauticalInst shipmin_india CMOKerala,O O O O O U-STATE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Bhima has also contributed 10 lakh towards the relief efforts in Kuttanad and pledged a total of 7 crore to help the flood hit state which is to be utilised over time KeralaFloods RebuildingKerala,O O O O O O O O O O O U-CITY O O O O O O O O O O O O O O O O O O O O O O
4000 families in 400 villages across Nagaland have been evacuated in the wake of heavy rains floods and power cuts,O O O O O O U-STATE O O O O O O O O O O O O O
Reel Heroes Turns Real Heroes Actors Donations to Help Kerala Flood Hit Victims MahaaEntertainment,O O O O O O O O O U-STATE O O O O
RF is currently involved in providing aid and support to the KeralaFloods victims As part of our relief operations we have addressed over 2000 rescue calls and distributed relief materials to victims on the ground RFFoundingDay,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
vijayshekhar Sir please watch our movie Bitti Thanks to Paytm we are easily able to send money for KeralaFloodRelief Our video gives a wonderful message on why How we should donate for Kerala Flood Relief,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O U-STATE O O
Kerala floods could materially affect the unsecured lending of MFIs SME business and the state s agriculture output resulting in higher loan slippages and insurance claims says India Ratings and Research ETFinance KeralaFloods microfinance,U-STATE O O O O O O O O O O O O O O O O O O O O O O O O O O U-COUNTRY O O O O O O
KeralaFloods 483 Dead in Flood and Landslides Losses More Than Annual Outlay Says CM Pinarayi Vijayan KeralaFloodRelief Landslides pinarayivijayan,O O O O O O O O O O O O O O U-CITY O O O O
Hyderabad The power utilities of Telangana State on Tuesday sent electricity supply material worth Rs 2 5 crore to flood hit Kerala to help the State in restoring power in the worst flood hit areas Energy Minister P Jagadish Reddy on Tuesday flagged off a convoy of 17 trucks,O O O O O U-STATE O O O O O O O O O O O O O O O U-STATE O O O O O O O O O O O O O O O O O O O O O O O O O O O
Smt Nita M Ambani spends time with people displaced by floods in the Pallipad village of Alappuzha Assures them of ongoing support ril_foundation flameoftruth RelianceGCS suhelseth reliancejio,O O O O O O O O O O O O O B-CITY U-CITY O U-CITY O O O O O O O O O O
RelianceFoundation donated Rs 21 crores towards the Chief Minister s Relief Fund In addition dry grocery worth Rs 50cr 7 5 lakh pieces of apparel 1 5 lakh footwear have been distributed to the flood affected KeralaFloods RFForKerala,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
fusayso StarSportsIndia isl new season KeralaBlasters the natural kalamitty affected by kerala on KeralaFloods please help Kerala donate Ὃ0 through the game to pinaraivijayan moneychallenge salarychallenge,O O O O O O O O O O O U-STATE O O O O U-STATE O O O O O O O O O
This is the spirit of being Indian CM Disaster Relief Fund CMDRF in Kerala has crossed Rs 1000 crore SALUTE to every contributor each of you r real nationalists Better than many fake onesKeep donating KeralaFloods,O O O O O O O O O O O O O U-STATE O O O O O O O O O O O O O O O O O O O O O O
MYFMIndia spreading smile in Kerala with KeralaExpress MyRjMohit distributing relief material to the people of Kerala KeralaFloodRelief,O O O O U-STATE O O O O O O O O O O U-STATE O
These trucks are turning septic tank sewage sludge into water that s safe enough to be disposed of into the environment As KeralaFloods2018 waters recede UNICEF is supporting the government as part of KeralaFloodRelief clean up ForEveryChild a clean environment,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Thank you BJP Govt Now Kerala has been asked to pay for the rice being supplied as part of flood relief Thr amount will be deducted from ndrf Thank you for this gesture TheLastBjpMLA,O O O O O U-STATE O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Assuring displaced people of timely relief Smt Ambani said I salute the tireless efforts spirit of the people of Kerala RelianceFoundation is committed to support Kerala in this time of abject crisis KeralaFloods RFForKerala,O O O O O O O O O O O O O O O O O O O U-STATE O O O O O U-STATE O O O O O O O O
RT Anulalindia Water rose to the level of two storied buildings and ate it all Keralafloods,O O O O O O O O O O O O O O O O
keralafloods relief material carried by truck from Pune Happy journey,O O O O O O O U-CITY O O
Vignan s students help Kerala flood victims,O O O O U-STATE O O
Kerala Flood Relief just a scam by amazonin Havent t delivered the order on time Not ready to cancel it Completely stuck boycottamazonin,U-STATE O O O O O O O O O O O O O O O O O O O O O O
To help small scale traders a loan of Rs 10 00 000 will be arranged People will be given Rs 1 000 00 interest free loan to purchase household items This amount will be allotted through Kudumbashree mission Kerala CM Pinarayi Vijayan in Trivandrum KeralaFloods,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O U-STATE O O O O U-CITY O
KeralaFloods were politicized leftists went on to create a North South divide but none are talking on NagalandFloods The NE State is facing floods due to incessant rains since July still the State donated Rs 1cr to Kerala Please help Nagaland donate to CM Relief Fund,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O U-STATE O O U-STATE O O O O O
Keeps shouting on them but gets relief amount and materials What a irony CM Smt Nita Ambani met Chief Minister She handed over the cheque of Rs 21 crores towards the CMRF In addition dry grocery worth Rs 50cr 7 5 lakh pieces of apparel 1 5 lakh footwear KeralaFloods,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Kerala_Flood_Relief_Update Assalamu alaikum Dear All Its been an honour to give an update on Kerala Flood Relief work which was carried out 3½ ton Byron f Grocery food package along with 500 pcs of New,O O O O O O O O O O O O O O U-STATE O O O O O O O O O O O O O O O O O O O O
Now that people got relief from rains and floods its time to start a living from zero Many have lost their source of earning Lets ease their stress a bit Donate MyKartavya NASSCOMfdn KeralaFloodRelief,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Im not a Nandamuri fan but I personally respect Harikrishna Garu his son Tarak Done this small contribution to Kerala flood relief as that was his last wish RIPHarikrishnagaru tarak9999 NANDAMURIKALYAN HeroManoj1 smkoneru,O O O O O O O O O O O O O O O O O O O U-STATE O O O O O O O O O O O O O
asiangames2018 bronze medal winner discus thrower SeemaPunia will donate her entire pocket money of 700 and an additional 1 lakh to help the flood affected people of Kerala AsianGames AsianGames2018,O O O O O O O O O O O O O O O O O O O O O O O O O O O U-STATE O O
Principal Secretary Power Dept CMD Delhi Transco Limited Smt Varsha Joshi hands over a cheque of Rs 10 15 lakhs on behalf of the staff members of Delhi Transco Limited for Kerala Flood Relief to Power Minister SatyendarJain at the Delhi Secretariat,O O O O O U-CITY O O O O O O O O O O O O O O O O O O O O O U-CITY O O O U-STATE O O O O O O O O U-CITY O
KPMG to be consultant partner global fund raising programmes to rebuild Kerala via Dailyhunt KERALA FLOOD RELIEF PROJECT,O O O O O O O O O O O U-STATE O O U-STATE O O O
Water Pump and Gas Stove Chulha Distribution in Villages of Allepy Kerala by sikhsangat KeralaFloods keralarescue keralaflood2018 keralafloodreliefs,O O O O O O O O O O U-CITY U-STATE O O O O O O
nsitharaman ma am as you know the bridge connecting Pamba Sabarimala was damaged beyond any repair in the recent flood in devotees have to offer prayers from 10 9 which is only possible if Army could make bailey bridge over pamba Your intervention reqd,O O O O O O O O O U-NATURAL U-HUMAN-MADE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O U-NATURAL O O O
Neha57552553 itsSSR a person can stay some days without air some hours without water some days without food but not a second without a thought so lets donate food money and advices KeralaFloodRelief ὄD,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Kerala floods Pumphouse at Pampa destroyed in flood,U-STATE O O O U-STATE O O O
lets Come together for 100PipersPlayForACause contribute to Kerala flood relief 100PipersIN,O O O O O O O U-STATE O O O
100PipersPlayForACause is an opportunity music lovers can t miss in Gurgaon and Bengaluru Proceeds from the event will be used to help out with Kerala flood relief 100PipersIN,O O O O O O O O O O U-CITY O U-CITY O O O O O O O O O O O U-STATE O O O
100PipersPlayForACause unique idea for Gurgaon and Bengaluru to help contirbute to the Kerala flood relief operations 100PipersIN,O O O O U-CITY O U-CITY O O O O O U-STATE O O O O
A big event is happening tonight for helping Kerala flood relief 100PipersPlayForACause in Gurgaon and Bengaluru 100PipersIN,O O O O O O O O U-STATE O O O O U-CITY O U-CITY O
RT biblewords3 all of u should take a look at the line up of artists at 100PipersPlayForACause in Bengaluru The event is going to contribute to the Kerala flood relief 100PipersIN,O O O O O O O O O O O O O O O O O O U-CITY O O O O O O O O U-STATE O O O
SCR has transported 520 tonnes of relief material free of cost to various flood affected areas in Kerala in last 10 days 171 tonnes of material was collected by Rly Staff various govt wings voluntary groups others used free rail transport facility to send 349 tonnes,O O O O O O O O O O O O O O O O O U-STATE O O O O O O O O O O O O O O O O O O O O O O O O O O O O
