tweet_id,text,location_mentions,text_transformed
ID_1039504322097291264,"ON DAYBREAK TOMORROW: Evacuations in Beaufort, Jasper, and Colleton Counties begin at noon Tuesday. Ill have a check of the roads and a look at available shelters. See you in the AM!  SCWX",Beaufort=>CITY * Jasper=>CITY,on daybreak tomorrow evacuation in beaufort jasper and colleton counties begin at noon tuesday i will have a check of the road and a look at available shelter see you in the a.m. ! scwx
ID_1039559448296148993,"If you are staying local, please consider helping our community in this time of need. Visit  for the latest on volunteer opportunities in  and  ECUFlorence",,if you be stay local please consider help our community in this time of need visit for the late on volunteer opportunity in and ecuflorence
ID_1039909240083767297,"The NY-TF1 team is currently staged in Kinston, North Carolina with additional US&R teams and resources in support of Hurricane Florence response efforts.",North Carolina=>STATE,the ny tf1 team be currently stage in kinston north carolina with additional us&r team and resource in support of hurricane florence response effort
ID_1040355271762042880,More help from Nebraska is on the way. Nebraska Army National Guard Soldiers will be in North Carolina helping conduct search and rescue operations as needed.,Nebraska=>STATE * Nebraska=>STATE * North Carolina=>STATE,more help from nebraska be on the way nebraska army national guard soldier will be in north carolina help conduct search and rescue operation as need
ID_1042025274202890241,A 1-year-old boy in North Carolina died after flood waters from Hurricane Florence swept a car away,North Carolina=>STATE,a 1 year old boy in north carolina die after flood water from hurricane florence sweep a car away
ID_1041938420417744896,Live Updates: Florence Has Killed At Least 32 People Across Three Different States,,live update florence have kill at least 32 person across three different state
ID_1039415375161634816,"As a storm chaser if you are chasing , I would bring enough supplies, food, water for more than a week of survival. Nothing more dangerous than a stalling TC. Bring your resources from outside of the impact zone. Residents/evacuees/EM will need all they can get",,as a storm chaser if you be chase i would bring enough supplies food water for more than a week of survival nothing more dangerous than a stalling tc bring your resource from outside of the impact zone resident / evacuee / em will need all they can get
ID_1039584466300272641,Red Cross Deploys Three from Northwestern Pennsylvania to Assist with Hurricane Florence Relief Effort,Northwestern=>CITY,red cross deploy three from northwestern pennsylvania to assist with hurricane florence relief effort
ID_1039584251040149506,"Update - Everything you need to know right now. Mandatory Evacuations in ,  & Virginia. Get out if youre on the coast. Cat. 4. Very Dangerous. Destructive winds + 3 feet of water coming.",NorthCarolina=>STATE * SouthCarolina=>STATE * Virginia=>STATE,update everything you need to know right now mandatory evacuation in & virginia get out if your on the coast cat 4 very dangerous destructive wind + 3 foot of water come
ID_1040708565810470913,"A mother and her infant child killed by a falling tree in Wilmington, North Carolina, are the first fatalities from Hurricane Florence, police say",Wilmington=>CITY * North Carolina=>STATE,a mother and her infant child kill by a falling tree in wilmington north carolina be the first fatality from hurricane florence police say
ID_1040708588963020801,"Responding to  the  Foundation has donated $250,000 to support local disaster relief and recovery efforts in the Carolinas.",Carolinas=>STATE,respond to the foundation have donate $ 250000 to support local disaster relief and recovery effort in the carolinas
ID_1042010507199344640,"Death toll from powerful Hurricane Florence, in North Carolina rises to 23.  Tuesday   Hurricane Florence  2018 Florence2018 Weather LGBT USA US NC",North Carolina=>STATE * USA=>COUNTRY * US=>COUNTRY * NC=>STATE,death toll from powerful hurricane florence in north carolina rise to 23 tuesday hurricane florence 2018 florence2018 weather lgbt usa us nc
ID_1039517933758767104,"Heres who to call to get your  questions answered. For shelters: 843-477-0020 For traffic, and road conditions: 888-877-9151 For evacuation info: 843-915-5150 Para informacion en Espanol, puede llamar al: 803-419-5112.",,here who to call to get your question answer for shelter 843-477-0020 for traffic and road condition 888-877-9151 for evacuation info 843-915-5150 para informacion en espanol puede llamar al 803-419-5112
ID_1039834605384343553,Florence is bringing evacuees here to Bham.,Florence=>CITY,florence be bring evacuee here to bham
ID_1041954763494051840,We hope to see you out at Haynes Furniture in Virginia Beach again today as we collect more of your generous donations to  to help those affected by Hurricane Florence,Virginia=>STATE,we hope to see you out at haynes furniture in virginia beach again today as we collect more of your generous donation to to help that affect by hurricane florence
ID_1042002606976118784,One of the things I loved about Harvey was EVERYONE brought their pets & wildlife shelters were set up. Food for all these animals was donated. Helping those fleeing Katrina & the issues w/Ike taught us. We are family and nothing is left behind. All are important. All are loved!,,one of the thing i love about harvey be everyone bring their pet & wildlife shelter be set up food for all this animal be donate help that flee katrina & the issue with / ike teach we we be family and nothing be leave behind all be important all be love !
ID_1039889742697877504,"As there will be invariably tremendous loss and damage from these super storms and other extreme weather, a report  & I wrote for  on role insurance played in Hurricanes Harvey & Maria might be instructive ->",,as there will be invariably tremendous loss and damage from this super storm and other extreme weather a report & i write for on role insurance play in hurricanes harvey & maria might be instructive ->
ID_1039498818549506049,RT MarylandOPR: .GovLarryHogan declared a State of Emergency (SOE) ahead of . A SOE lets state agencies access emergenc,,rt marylandopr .govlarryhogan declare a state of emergency ( soe ) ahead of a soe let state agency access emergenc
ID_1042016323579076608,"Hurricane Flo Response Update:  and  both stopped by our Salem warehouse today to pick up sandwiches, cole slaw and apples to provide to emergency shelters in Roanoke and Danville. Thanks for all your hard work, everyone! teamwork hurricaneflorence",Roanoke=>CITY * Danville=>NEIGHBORHOOD,hurricane flo response update and both stop by our salem warehouse today to pick up sandwich cole slaw and apple to provide to emergency shelter in roanoke and danville thanks for all your hard work everyone ! teamwork hurricaneflorence
ID_1041267970096418816,"Downed tree limbs on Exeter Circle in Raleigh. If you see damage from Florence and can *safely* take photos, you can text them to us at 919-727-9236. Include the location so we can share what conditions look like around the county.",Raleigh=>CITY,down tree limb on exeter circle in raleigh if you see damage from florence and can * safely * take photo you can text they to we at 919-727-9236 include the location so we can share what condition look like around the county
